Date,Advertiser,Device,Clicks,Cost,Impressions,Accounts_Opened,Funded_Units
3/10/2021,Bank of America Merrill Edge,Desktop,22,115.14,944,3.56,2.67
3/10/2021,Bank of America Merrill Edge,Mobile,23,150.189999,866,0,0
3/10/2021,Bank of America Merrill Edge,Tablet,1,0.02,68,0,0
3/11/2021,Bank of America Merrill Edge,Mobile,14,96.51,883,1.78,1.35
3/11/2021,Bank of America Merrill Edge,Tablet,1,8.07,57,0,0
3/11/2021,Bank of America Merrill Edge,Desktop,21,122.379999,979,0.89,0.67
3/12/2021,Bank of America Merrill Edge,Mobile,17,122.76,876,0,0
3/12/2021,Bank of America Merrill Edge,Tablet,1,3.25,61,0,0
3/12/2021,Bank of America Merrill Edge,Desktop,30,186.769999,697,0.89,0.56
3/13/2021,Bank of America Merrill Edge,Desktop,15,71.16,422,0,0
3/13/2021,Bank of America Merrill Edge,Tablet,2,14.829999,69,0,0
3/13/2021,Bank of America Merrill Edge,Mobile,19,79.359999,709,0,0
3/14/2021,Bank of America Merrill Edge,Mobile,13,112.59,743,0,0
3/14/2021,Bank of America Merrill Edge,Tablet,0,0,61,0,0
3/14/2021,Bank of America Merrill Edge,Desktop,10,63.829999,472,0.89,0.67
3/15/2021,Bank of America Merrill Edge,Desktop,23,157.299999,883,2.67,1.82
3/15/2021,Bank of America Merrill Edge,Tablet,0,0,51,0,0
3/15/2021,Bank of America Merrill Edge,Mobile,16,118.439999,908,1.78,1.35
3/16/2021,Bank of America Merrill Edge,Tablet,4,38.68,85,0,0
3/16/2021,Bank of America Merrill Edge,Desktop,24,195.729999,941,1.78,1.35
3/16/2021,Bank of America Merrill Edge,Mobile,18,137.169999,945,0,0
3/17/2021,Bank of America Merrill Edge,Mobile,22,201.749999,975,0,0
3/17/2021,Bank of America Merrill Edge,Tablet,2,16.46,64,0,0
3/17/2021,Bank of America Merrill Edge,Desktop,22,139.719998,931,0,0
3/18/2021,Bank of America Merrill Edge,Desktop,32,205.85,919,0,0
3/18/2021,Bank of America Merrill Edge,Tablet,5,29.07,78,0,0
3/18/2021,Bank of America Merrill Edge,Mobile,23,162.79,1005,2.67,2.02
3/19/2021,Bank of America Merrill Edge,Mobile,26,170.94,911,0,0
3/19/2021,Bank of America Merrill Edge,Tablet,0,0,78,0,0
3/19/2021,Bank of America Merrill Edge,Desktop,21,182.839999,777,1.78,1.35
3/20/2021,Bank of America Merrill Edge,Desktop,8,48.3,404,0,0
3/20/2021,Bank of America Merrill Edge,Tablet,0,0,66,0,0
3/20/2021,Bank of America Merrill Edge,Mobile,15,79.34,656,0,0
3/21/2021,Bank of America Merrill Edge,Mobile,21,142.61,724,0,0
3/21/2021,Bank of America Merrill Edge,Tablet,1,6.15,61,0,0
3/21/2021,Bank of America Merrill Edge,Desktop,8,58.35,388,0,0
3/22/2021,Bank of America Merrill Edge,Tablet,0,0,68,0,0
3/22/2021,Bank of America Merrill Edge,Desktop,28,212.55,802,0.89,0.64
3/22/2021,Bank of America Merrill Edge,Mobile,14,86.19,738,0,0
3/23/2021,Bank of America Merrill Edge,Desktop,22,172.73,701,0,0
3/23/2021,Bank of America Merrill Edge,Tablet,0,0,43,0,0
3/23/2021,Bank of America Merrill Edge,Mobile,27,189.62,776,0,0
3/24/2021,Bank of America Merrill Edge,Tablet,0,0,56,0,0
3/24/2021,Bank of America Merrill Edge,Desktop,24,186.87,900,0.89,0.67
3/24/2021,Bank of America Merrill Edge,Mobile,26,212.419999,855,0,0
3/25/2021,Bank of America Merrill Edge,Desktop,33,245.09,784,2.67,1.99
3/25/2021,Bank of America Merrill Edge,Tablet,2,21.6,60,0,0
3/25/2021,Bank of America Merrill Edge,Mobile,43,337.51,846,0,0
3/26/2021,Bank of America Merrill Edge,Desktop,27,193.92,686,0,0
3/26/2021,Bank of America Merrill Edge,Mobile,21,172.399999,796,0.89,0.67
3/26/2021,Bank of America Merrill Edge,Tablet,2,19.35,45,0,0
3/27/2021,Bank of America Merrill Edge,Tablet,0,0,39,0,0
3/27/2021,Bank of America Merrill Edge,Mobile,11,47.6,529,0,0
3/27/2021,Bank of America Merrill Edge,Desktop,13,103.91,293,0,0
3/28/2021,Bank of America Merrill Edge,Desktop,12,72.68,423,0.89,0.64
3/28/2021,Bank of America Merrill Edge,Mobile,15,102.64,662,0,0
3/28/2021,Bank of America Merrill Edge,Tablet,2,10.4,60,0,0
3/29/2021,Bank of America Merrill Edge,Mobile,14,98.88,676,0,0
3/29/2021,Bank of America Merrill Edge,Desktop,37,329.779999,746,0,0
3/29/2021,Bank of America Merrill Edge,Tablet,1,5.62,39,0,0
3/30/2021,Bank of America Merrill Edge,Desktop,34,271.98,662,2.67,1.95
3/30/2021,Bank of America Merrill Edge,Tablet,1,11.36,40,0,0
3/30/2021,Bank of America Merrill Edge,Mobile,16,102.34,705,0,0
3/31/2021,Bank of America Merrill Edge,Tablet,1,0.38,48,0,0
3/31/2021,Bank of America Merrill Edge,Desktop,21,63.61,783,0,0
3/31/2021,Bank of America Merrill Edge,Mobile,22,137.229999,743,0,0
4/1/2021,Bank of America Merrill Edge,Mobile,23,220.729999,720,0,0
4/1/2021,Bank of America Merrill Edge,Tablet,1,3.2,49,0,0
4/1/2021,Bank of America Merrill Edge,Desktop,27,165.83,831,0,0
4/2/2021,Bank of America Merrill Edge,Tablet,1,10.81,43,0,0
4/2/2021,Bank of America Merrill Edge,Mobile,21,160.209999,672,0,0
4/2/2021,Bank of America Merrill Edge,Desktop,21,155.94,740,1.78,1.31
4/3/2021,Bank of America Merrill Edge,Desktop,16,53.36,395,1.78,1.31
4/3/2021,Bank of America Merrill Edge,Tablet,0,0,47,0,0
4/3/2021,Bank of America Merrill Edge,Mobile,16,101.53,609,0,0
4/4/2021,Bank of America Merrill Edge,Mobile,20,114.23,529,0,0
4/4/2021,Bank of America Merrill Edge,Tablet,2,8.02,64,0,0
4/4/2021,Bank of America Merrill Edge,Desktop,15,108.07,370,1.78,1.35
4/5/2021,Bank of America Merrill Edge,Mobile,21,135.109999,758,0,0
4/5/2021,Bank of America Merrill Edge,Tablet,0,0,56,0,0
4/5/2021,Bank of America Merrill Edge,Desktop,25,143.009999,868,3.56,2.66
4/6/2021,Bank of America Merrill Edge,Mobile,19,134.54,781,0,0
4/6/2021,Bank of America Merrill Edge,Tablet,0,0,49,0,0
4/6/2021,Bank of America Merrill Edge,Desktop,33,207.76,1032,1.78,0.94
4/7/2021,Bank of America Merrill Edge,Desktop,28,158.099999,1024,2.67,1.95
4/7/2021,Bank of America Merrill Edge,Mobile,23,167.989999,822,0,0
4/7/2021,Bank of America Merrill Edge,Tablet,0,0,51,0,0
4/8/2021,Bank of America Merrill Edge,Desktop,22,117.239999,934,3.56,2.63
4/8/2021,Bank of America Merrill Edge,Tablet,1,0.01,43,0,0
4/8/2021,Bank of America Merrill Edge,Mobile,23,203.159999,834,0,0
4/9/2021,Bank of America Merrill Edge,Mobile,23,209.27,859,0,0
4/9/2021,Bank of America Merrill Edge,Desktop,21,141.209999,790,0,0
4/9/2021,Bank of America Merrill Edge,Tablet,0,0,56,0,0
4/10/2021,Bank of America Merrill Edge,Tablet,0,0,54,0,0
4/10/2021,Bank of America Merrill Edge,Mobile,9,42.28,644,0,0
4/10/2021,Bank of America Merrill Edge,Desktop,13,78.29,445,0,0
4/11/2021,Bank of America Merrill Edge,Desktop,13,97.98,746,0,0
4/11/2021,Bank of America Merrill Edge,Tablet,0,0,53,0,0
4/11/2021,Bank of America Merrill Edge,Mobile,24,175.95,1069,0,0
4/12/2021,Bank of America Merrill Edge,Mobile,24,176.19,997,0,0
4/12/2021,Bank of America Merrill Edge,Tablet,1,8.58,77,0,0
4/12/2021,Bank of America Merrill Edge,Desktop,35,182.869999,1265,0.89,0.64
4/13/2021,Bank of America Merrill Edge,Desktop,23,122.17,1119,0,0
4/13/2021,Bank of America Merrill Edge,Mobile,18,95.879999,1025,0,0
4/13/2021,Bank of America Merrill Edge,Tablet,0,0,52,0,0
4/14/2021,Bank of America Merrill Edge,Tablet,18,42.99,194,0.89,0.64
4/14/2021,Bank of America Merrill Edge,Mobile,241,964.949998,2592,1.78,1.34
4/14/2021,Bank of America Merrill Edge,Desktop,679,2749.949997,5981,16.91,12.71
4/15/2021,Bank of America Merrill Edge,Tablet,29,95.999999,443,0,0
4/15/2021,Bank of America Merrill Edge,Desktop,888,2548.729999,11763,17.8,13.42
4/15/2021,Bank of America Merrill Edge,Mobile,421,1375.339998,4534,5.34,3.94
4/16/2021,Bank of America Merrill Edge,Tablet,17,50.48,372,0,0
4/16/2021,Bank of America Merrill Edge,Desktop,743,1958.889996,10341,8.01,5.95
4/16/2021,Bank of America Merrill Edge,Mobile,427,1890.449998,4746,7.12,5.39
4/17/2021,Bank of America Merrill Edge,Desktop,380,1507.519996,4382,4.45,3.29
4/17/2021,Bank of America Merrill Edge,Mobile,190,916.06,2746,4.45,3.37
4/17/2021,Bank of America Merrill Edge,Tablet,14,47.48,246,0,0
4/18/2021,Bank of America Merrill Edge,Tablet,6,20.22,206,0,0
4/18/2021,Bank of America Merrill Edge,Desktop,282,1059.029999,3767,13.35,9.82
4/18/2021,Bank of America Merrill Edge,Mobile,165,826.41,2405,4.45,3.37
4/19/2021,Bank of America Merrill Edge,Mobile,372,1473.029997,3943,10.68,8
4/19/2021,Bank of America Merrill Edge,Tablet,19,88.829999,304,0,0
4/19/2021,Bank of America Merrill Edge,Desktop,753,2438.799997,9677,17.8,13.34
4/20/2021,Bank of America Merrill Edge,Mobile,287,1123.079999,3604,0,0
4/20/2021,Bank of America Merrill Edge,Tablet,13,21.33,270,0,0
4/20/2021,Bank of America Merrill Edge,Desktop,653,1996.09,8572,24.03,18.11
4/21/2021,Bank of America Merrill Edge,Tablet,18,43.52,351,0,0
4/21/2021,Bank of America Merrill Edge,Desktop,699,1958.479997,9332,24.03,18.03
4/21/2021,Bank of America Merrill Edge,Mobile,369,1237.999998,3925,1.78,1.35
4/22/2021,Bank of America Merrill Edge,Tablet,16,56.71,324,0,0
4/22/2021,Bank of America Merrill Edge,Desktop,690,2138.929998,8463,23.14,17.25
4/22/2021,Bank of America Merrill Edge,Mobile,300,1153.17,3465,14.24,10.66
4/23/2021,Bank of America Merrill Edge,Desktop,618,1801.53,8485,16.91,12.55
4/23/2021,Bank of America Merrill Edge,Tablet,15,32.369999,341,3.56,2.56
4/23/2021,Bank of America Merrill Edge,Mobile,284,971.97,3616,8.01,5.97
4/24/2021,Bank of America Merrill Edge,Mobile,179,605.549999,2203,1.78,1.35
4/24/2021,Bank of America Merrill Edge,Tablet,18,42.41,233,0,0
4/24/2021,Bank of America Merrill Edge,Desktop,278,735.96,3551,8.01,5.99
4/25/2021,Bank of America Merrill Edge,Mobile,192,744.96,2187,5.34,4.05
4/25/2021,Bank of America Merrill Edge,Desktop,277,810.919999,3584,7.12,5.38
4/25/2021,Bank of America Merrill Edge,Tablet,10,18.79,177,0,0
4/26/2021,Bank of America Merrill Edge,Mobile,318,809.61,3743,1.78,1.35
4/26/2021,Bank of America Merrill Edge,Tablet,28,57.9,353,0,0
4/26/2021,Bank of America Merrill Edge,Desktop,770,2083.179999,9760,31.15,23.39
4/27/2021,Bank of America Merrill Edge,Desktop,745,2214.899999,9249,20.47,15.28
4/27/2021,Bank of America Merrill Edge,Mobile,347,976.16,3637,8.01,5.96
4/27/2021,Bank of America Merrill Edge,Tablet,26,56.06,331,0.89,0.64
4/28/2021,Bank of America Merrill Edge,Mobile,360,1096.109999,3723,7.12,5.33
4/28/2021,Bank of America Merrill Edge,Tablet,22,30.46,305,0,0
4/28/2021,Bank of America Merrill Edge,Desktop,692,2195.729997,9208,24.03,17.9
4/29/2021,Bank of America Merrill Edge,Desktop,680,2238.459998,9487,35.6,26.58
4/29/2021,Bank of America Merrill Edge,Tablet,28,72.789999,347,0.89,0.67
4/29/2021,Bank of America Merrill Edge,Mobile,329,900.13,3652,5.34,3.95
4/30/2021,Bank of America Merrill Edge,Tablet,14,45.55,298,0,0
4/30/2021,Bank of America Merrill Edge,Desktop,581,1678.239998,8099,24.03,18.02
4/30/2021,Bank of America Merrill Edge,Mobile,318,1187.659999,3264,10.68,8.08
5/1/2021,Bank of America Merrill Edge,Mobile,186,679.93,2137,2.67,2.02
5/1/2021,Bank of America Merrill Edge,Tablet,7,21.04,180,0,0
5/1/2021,Bank of America Merrill Edge,Desktop,276,782.06,3425,16.91,12.69
5/2/2021,Bank of America Merrill Edge,Tablet,7,16.78,169,0,0
5/2/2021,Bank of America Merrill Edge,Desktop,269,820.84,3388,7.12,5.3
5/2/2021,Bank of America Merrill Edge,Mobile,167,568.52,2099,2.67,2.02
5/3/2021,Bank of America Merrill Edge,Desktop,750,2208.139998,10049,34.71,25.77
5/3/2021,Bank of America Merrill Edge,Mobile,335,1149.28,3597,5.34,4.05
5/3/2021,Bank of America Merrill Edge,Tablet,28,69.489999,398,0,0
5/4/2021,Bank of America Merrill Edge,Tablet,12,23.4,352,0,0
5/4/2021,Bank of America Merrill Edge,Desktop,704,2110.19,9322,35.6,26.67
5/4/2021,Bank of America Merrill Edge,Mobile,379,1187.81,3838,8.9,6.75
5/5/2021,Bank of America Merrill Edge,Mobile,297,959.299999,3746,1.78,1.35
5/5/2021,Bank of America Merrill Edge,Tablet,14,22.95,319,0,0
5/5/2021,Bank of America Merrill Edge,Desktop,666,1948.739997,9157,26.7,19.84
5/6/2021,Bank of America Merrill Edge,Desktop,620,1834.989999,8494,15.13,11.3
5/6/2021,Bank of America Merrill Edge,Tablet,22,59.1,328,0.89,0.67
5/6/2021,Bank of America Merrill Edge,Mobile,347,971.099998,3414,0.89,0.64
5/7/2021,Bank of America Merrill Edge,Tablet,21,58.77,336,0,0
5/7/2021,Bank of America Merrill Edge,Desktop,590,1684.89,8559,16.02,11.91
5/7/2021,Bank of America Merrill Edge,Mobile,353,954.629998,3444,7.12,5.39
5/8/2021,Bank of America Merrill Edge,Mobile,185,511.499998,2138,2.67,2.02
5/8/2021,Bank of America Merrill Edge,Desktop,321,1018.089999,3878,12.46,9.3
5/8/2021,Bank of America Merrill Edge,Tablet,13,27.66,198,0,0
5/9/2021,Bank of America Merrill Edge,Mobile,152,658.49,1900,0,0
5/9/2021,Bank of America Merrill Edge,Tablet,8,39.98,175,0,0
5/9/2021,Bank of America Merrill Edge,Desktop,261,866.109999,3227,10.68,7.94
5/10/2021,Bank of America Merrill Edge,Tablet,23,76.86,388,0,0
5/10/2021,Bank of America Merrill Edge,Desktop,704,2117.039998,10256,27.58,20.77
5/10/2021,Bank of America Merrill Edge,Mobile,356,1052.32,3477,2.67,2.02
5/11/2021,Bank of America Merrill Edge,Mobile,346,938.19,3367,8.01,6.01
5/11/2021,Bank of America Merrill Edge,Tablet,24,51.51,373,0.89,0.64
5/11/2021,Bank of America Merrill Edge,Desktop,708,2129.97,9237,27.59,20.66
5/12/2021,Bank of America Merrill Edge,Mobile,311,751.53,3336,5.34,3.84
5/12/2021,Bank of America Merrill Edge,Tablet,13,27.02,313,0,0
5/12/2021,Bank of America Merrill Edge,Desktop,628,1782.259998,9146,24.03,17.92
5/13/2021,Bank of America Merrill Edge,Desktop,644,1867.49,9119,21.36,16.11
5/13/2021,Bank of America Merrill Edge,Tablet,13,32.53,329,0,0
5/13/2021,Bank of America Merrill Edge,Mobile,297,856.97,3277,0,0
5/14/2021,Bank of America Merrill Edge,Desktop,610,1762.729999,9343,34.71,25.9
5/14/2021,Bank of America Merrill Edge,Mobile,305,873.089999,3501,4.45,3.27
5/14/2021,Bank of America Merrill Edge,Tablet,24,44.73,318,0,0
5/15/2021,Bank of America Merrill Edge,Tablet,11,51.44,165,0,0
5/15/2021,Bank of America Merrill Edge,Desktop,288,998.58,3730,17.8,13.46
5/15/2021,Bank of America Merrill Edge,Mobile,188,634.09,1998,4.45,3.3
5/16/2021,Bank of America Merrill Edge,Tablet,13,14.509999,153,0,0
5/16/2021,Bank of America Merrill Edge,Mobile,172,848.709999,1938,2.67,1.92
5/16/2021,Bank of America Merrill Edge,Desktop,350,1244.769997,4105,11.57,8.64
5/17/2021,Bank of America Merrill Edge,Desktop,725,2309.769999,9367,37.38,28.28
5/17/2021,Bank of America Merrill Edge,Tablet,11,35.69,319,0,0
5/17/2021,Bank of America Merrill Edge,Mobile,388,1225.089999,3445,9.79,7.25
5/18/2021,Bank of America Merrill Edge,Mobile,298,1041.36,3331,0,0
5/18/2021,Bank of America Merrill Edge,Tablet,18,40.64,308,0.89,0.67
5/18/2021,Bank of America Merrill Edge,Desktop,517,1775.619999,7406,15.13,11.45
5/19/2021,Bank of America Merrill Edge,Mobile,300,1091.06,2998,5.34,3.94
5/19/2021,Bank of America Merrill Edge,Tablet,17,60.27,244,0,0
5/19/2021,Bank of America Merrill Edge,Desktop,503,1871.839998,6929,23.14,17.38
5/20/2021,Bank of America Merrill Edge,Desktop,486,1658.129997,6929,21.36,15.9
5/20/2021,Bank of America Merrill Edge,Mobile,298,1044.96,3057,6.23,4.73
5/20/2021,Bank of America Merrill Edge,Tablet,16,49.54,310,0.89,0.64
5/21/2021,Bank of America Merrill Edge,Tablet,18,86.95,273,0.89,0.64
5/21/2021,Bank of America Merrill Edge,Desktop,433,1406.369998,6364,15.13,11.43
5/21/2021,Bank of America Merrill Edge,Mobile,287,1037.559999,2844,10.68,7.85
5/22/2021,Bank of America Merrill Edge,Tablet,5,12.56,154,0,0
5/22/2021,Bank of America Merrill Edge,Mobile,149,520.16,1798,2.67,1.92
5/22/2021,Bank of America Merrill Edge,Desktop,206,831.609999,2947,6.23,4.6
5/23/2021,Bank of America Merrill Edge,Desktop,189,836.769997,2640,3.56,2.69
5/23/2021,Bank of America Merrill Edge,Tablet,4,14.07,175,0,0
5/23/2021,Bank of America Merrill Edge,Mobile,122,480.569999,1672,5.34,3.98
5/24/2021,Bank of America Merrill Edge,Tablet,28,98.11,339,0,0
5/24/2021,Bank of America Merrill Edge,Mobile,328,767.85,3174,0,0
5/24/2021,Bank of America Merrill Edge,Desktop,604,1986.569996,8745,12.46,9.25
5/25/2021,Bank of America Merrill Edge,Desktop,603,2203.449998,8124,28.48,21.37
5/25/2021,Bank of America Merrill Edge,Mobile,321,1213.089997,3115,4.45,3.31
5/25/2021,Bank of America Merrill Edge,Tablet,16,44.64,289,0,0
5/26/2021,Bank of America Merrill Edge,Mobile,308,984.519999,3040,0,0
5/26/2021,Bank of America Merrill Edge,Tablet,20,75.71,381,0,0
5/26/2021,Bank of America Merrill Edge,Desktop,546,2067.289998,8528,24.92,18.64
5/27/2021,Bank of America Merrill Edge,Desktop,536,2078.02,8326,24.92,18.72
5/27/2021,Bank of America Merrill Edge,Tablet,16,43,320,0,0
5/27/2021,Bank of America Merrill Edge,Mobile,312,863.679998,3329,10.68,7.99
5/28/2021,Bank of America Merrill Edge,Desktop,506,1688.87,7991,16.02,11.98
5/28/2021,Bank of America Merrill Edge,Mobile,308,974.28,3168,2.67,2.02
5/28/2021,Bank of America Merrill Edge,Tablet,23,22.38,305,0,0
5/29/2021,Bank of America Merrill Edge,Tablet,10,42.31,167,0,0
5/29/2021,Bank of America Merrill Edge,Desktop,199,926.309999,3094,3.56,2.62
5/29/2021,Bank of America Merrill Edge,Mobile,156,573.199999,1693,8.9,6.51
5/30/2021,Bank of America Merrill Edge,Desktop,204,914.89,2669,7.12,5.37
5/30/2021,Bank of America Merrill Edge,Tablet,6,23.85,148,0,0
5/30/2021,Bank of America Merrill Edge,Mobile,128,447.54,1631,2.67,2.02
5/31/2021,Bank of America Merrill Edge,Desktop,224,799.699998,3212,7.12,5.37
5/31/2021,Bank of America Merrill Edge,Tablet,11,30.72,155,0,0
5/31/2021,Bank of America Merrill Edge,Mobile,140,616.49,1807,0,0
6/1/2021,Bank of America Merrill Edge,Mobile,399,1009.989999,3393,15.13,11.38
6/1/2021,Bank of America Merrill Edge,Tablet,15,29.56,314,0,0
6/1/2021,Bank of America Merrill Edge,Desktop,711,2508.889999,9787,21.36,16.02
6/2/2021,Bank of America Merrill Edge,Desktop,734,2452.519998,10808,27.59,20.64
6/2/2021,Bank of America Merrill Edge,Mobile,413,1321.55,4041,14.24,10.55
6/2/2021,Bank of America Merrill Edge,Tablet,30,138.85,350,0,0
6/3/2021,Bank of America Merrill Edge,Desktop,736,2394,9789,24.92,18.79
6/3/2021,Bank of America Merrill Edge,Tablet,23,75.22,377,0,0
6/3/2021,Bank of America Merrill Edge,Mobile,379,1105.42,3768,8.9,6.58
6/4/2021,Bank of America Merrill Edge,Mobile,349,1304.679998,3372,5.34,4.04
6/4/2021,Bank of America Merrill Edge,Tablet,16,62.01,382,0,0
6/4/2021,Bank of America Merrill Edge,Desktop,611,2249.259998,8650,19.58,14.65
6/5/2021,Bank of America Merrill Edge,Desktop,231,1029.93,3139,6.23,4.65
6/5/2021,Bank of America Merrill Edge,Tablet,14,52.789999,188,0,0
6/5/2021,Bank of America Merrill Edge,Mobile,169,694.029997,2144,0,0
6/6/2021,Bank of America Merrill Edge,Desktop,196,737.13,2786,3.56,2.69
6/6/2021,Bank of America Merrill Edge,Tablet,14,64.99,163,0,0
6/6/2021,Bank of America Merrill Edge,Mobile,146,612.13,1808,1.78,1.28
6/7/2021,Bank of America Merrill Edge,Mobile,338,1225.69,3434,6.23,4.65
6/7/2021,Bank of America Merrill Edge,Tablet,25,49.38,314,0.89,0.67
6/7/2021,Bank of America Merrill Edge,Desktop,660,2188.469999,9286,17.8,13.37
6/8/2021,Bank of America Merrill Edge,Desktop,612,2330.439999,9204,20.47,15.4
6/8/2021,Bank of America Merrill Edge,Mobile,326,1160.2,3577,8.9,6.75
6/8/2021,Bank of America Merrill Edge,Tablet,21,63.329999,344,0,0
6/9/2021,Bank of America Merrill Edge,Desktop,548,2008.61,8666,18.69,13.93
6/9/2021,Bank of America Merrill Edge,Tablet,24,61.4,306,0,0
6/9/2021,Bank of America Merrill Edge,Mobile,335,1171.27,3463,6.23,4.73
6/10/2021,Bank of America Merrill Edge,Tablet,22,40.76,313,0,0
6/10/2021,Bank of America Merrill Edge,Desktop,501,1606.109998,8090,16.02,12.01
6/10/2021,Bank of America Merrill Edge,Mobile,317,1139.199999,3073,8.9,6.68
6/11/2021,Bank of America Merrill Edge,Tablet,18,28.11,286,0,0
6/11/2021,Bank of America Merrill Edge,Desktop,515,1891.479998,7247,16.02,11.88
6/11/2021,Bank of America Merrill Edge,Mobile,342,1148.399998,3117,2.67,1.92
6/12/2021,Bank of America Merrill Edge,Tablet,12,57.84,188,0,0
6/12/2021,Bank of America Merrill Edge,Desktop,195,695.94,2905,5.34,3.95
6/12/2021,Bank of America Merrill Edge,Mobile,161,798.82,1817,1.78,1.28
6/13/2021,Bank of America Merrill Edge,Desktop,161,627.039999,2676,1.78,1.34
6/13/2021,Bank of America Merrill Edge,Tablet,7,28.05,159,0,0
6/13/2021,Bank of America Merrill Edge,Mobile,130,659.22,1664,0,0
6/14/2021,Bank of America Merrill Edge,Desktop,573,1961.8,8581,18.69,14.02
6/14/2021,Bank of America Merrill Edge,Tablet,14,35.96,317,0,0
6/14/2021,Bank of America Merrill Edge,Mobile,331,870.779999,3305,9.79,7.43
6/15/2021,Bank of America Merrill Edge,Mobile,304,836.58,3125,1.78,1.35
6/15/2021,Bank of America Merrill Edge,Tablet,18,28.549999,268,0,0
6/15/2021,Bank of America Merrill Edge,Desktop,619,1824.789998,7966,16.91,12.65
6/16/2021,Bank of America Merrill Edge,Desktop,479,1942.489999,7149,16.02,11.92
6/16/2021,Bank of America Merrill Edge,Mobile,298,1270.369998,2851,2.67,2.02
6/16/2021,Bank of America Merrill Edge,Tablet,21,69.63,263,0,0
6/17/2021,Bank of America Merrill Edge,Tablet,17,49.39,293,0,0
6/17/2021,Bank of America Merrill Edge,Desktop,488,1805.739999,7407,20.47,15.46
6/17/2021,Bank of America Merrill Edge,Mobile,300,963.13,2995,4.45,3.37
6/18/2021,Bank of America Merrill Edge,Desktop,442,1654.61,6495,16.02,11.93
6/18/2021,Bank of America Merrill Edge,Mobile,274,875.58,2619,3.56,2.7
6/18/2021,Bank of America Merrill Edge,Tablet,20,43.03,281,0,0
6/19/2021,Bank of America Merrill Edge,Tablet,20,67.61,184,0,0
6/19/2021,Bank of America Merrill Edge,Mobile,161,510.17,1608,3.56,2.63
6/19/2021,Bank of America Merrill Edge,Desktop,174,698.49,2762,6.23,4.68
6/20/2021,Bank of America Merrill Edge,Tablet,8,19.69,119,0,0
6/20/2021,Bank of America Merrill Edge,Mobile,110,648.28,1367,0,0
6/20/2021,Bank of America Merrill Edge,Desktop,172,704.73,2324,4.45,3.27
6/21/2021,Bank of America Merrill Edge,Desktop,532,1932.969999,8035,21.36,15.9
6/21/2021,Bank of America Merrill Edge,Mobile,285,871.44,2684,0,0
6/21/2021,Bank of America Merrill Edge,Tablet,23,32.31,288,2.67,2.02
6/22/2021,Bank of America Merrill Edge,Mobile,301,980.759999,2958,5.34,4.04
6/22/2021,Bank of America Merrill Edge,Tablet,18,32.11,295,0,0
6/22/2021,Bank of America Merrill Edge,Desktop,600,1773.779999,8255,14.24,10.67
6/23/2021,Bank of America Merrill Edge,Desktop,576,2116.389997,7939,19.58,14.58
6/23/2021,Bank of America Merrill Edge,Tablet,20,49.26,305,0,0
6/23/2021,Bank of America Merrill Edge,Mobile,336,1161.249999,3090,5.34,3.94
6/24/2021,Bank of America Merrill Edge,Desktop,533,1969.79,7669,16.91,12.6
6/24/2021,Bank of America Merrill Edge,Mobile,326,1149.959998,2984,0,0
6/24/2021,Bank of America Merrill Edge,Tablet,16,15.12,276,0,0
6/25/2021,Bank of America Merrill Edge,Desktop,529,2048.759999,7265,24.03,17.96
6/25/2021,Bank of America Merrill Edge,Tablet,15,13.74,285,0,0
6/25/2021,Bank of America Merrill Edge,Mobile,312,917.35,2927,0,0
6/26/2021,Bank of America Merrill Edge,Tablet,3,1.46,141,0,0
6/26/2021,Bank of America Merrill Edge,Desktop,215,808.859996,2761,4.45,3.37
6/26/2021,Bank of America Merrill Edge,Mobile,146,715.259999,1647,1.78,1.35
6/27/2021,Bank of America Merrill Edge,Mobile,137,763.869999,1557,0,0
6/27/2021,Bank of America Merrill Edge,Desktop,214,934.189999,2719,5.34,4
6/27/2021,Bank of America Merrill Edge,Tablet,8,44.74,133,0,0
6/28/2021,Bank of America Merrill Edge,Desktop,657,2726.679998,8614,22.25,16.66
6/28/2021,Bank of America Merrill Edge,Tablet,23,67.27,339,0,0
6/28/2021,Bank of America Merrill Edge,Mobile,358,1267.669999,3263,8.01,6.07
6/29/2021,Bank of America Merrill Edge,Mobile,314,1094.879999,3112,3.56,2.7
6/29/2021,Bank of America Merrill Edge,Tablet,22,85.02,315,0.89,0.64
6/29/2021,Bank of America Merrill Edge,Desktop,623,2388.659996,8319,27.59,20.63
6/30/2021,Bank of America Merrill Edge,Desktop,585,1892.73,8637,20.47,15.23
6/30/2021,Bank of America Merrill Edge,Mobile,295,1001.07,3023,3.56,2.7
6/30/2021,Bank of America Merrill Edge,Tablet,21,32.25,309,0,0
7/1/2021,Bank of America Merrill Edge,Desktop,583,2209.339999,8492,26.7,19.84
7/1/2021,Bank of America Merrill Edge,Tablet,28,42.21,316,3.56,2.7
7/1/2021,Bank of America Merrill Edge,Mobile,300,1106.19,3235,1.78,1.28
7/2/2021,Bank of America Merrill Edge,Desktop,530,1743.959996,7796,15.13,11.18
7/2/2021,Bank of America Merrill Edge,Mobile,332,1013.359999,3198,5.34,4.05
7/2/2021,Bank of America Merrill Edge,Tablet,17,23.55,319,0,0
7/3/2021,Bank of America Merrill Edge,Tablet,14,57.19,165,0,0
7/3/2021,Bank of America Merrill Edge,Mobile,173,828.79,1766,0.89,0.67
